DIP-40269N|refseq:NP_002590|uniprotkb:O00408,DIP-48630N|refseq:NP_079404|uniprotkb:Q96NY9,"['Cytoplasm', 'Mitochondrion']",['Nucleus']
DIP-40269N|refseq:NP_002590|uniprotkb:O00408,DIP-45598N|refseq:NP_057105|uniprotkb:Q9Y385,"['Cytoplasm', 'Mitochondrion']",['Endoplasmic reticulum']
DIP-24185N|refseq:NP_001941|uniprotkb:Q16254,DIP-40269N|refseq:NP_002590|uniprotkb:O00408,['Nucleus'],"['Cytoplasm', 'Mitochondrion']"
DIP-40269N|refseq:NP_002590|uniprotkb:O00408,DIP-41566N|refseq:NP_055687|uniprotkb:O15062,"['Cytoplasm', 'Mitochondrion']",['Nucleus']
DIP-40269N|refseq:NP_002590|uniprotkb:O00408,DIP-42798N|uniprotkb:Q96JM7,"['Cytoplasm', 'Mitochondrion']",['Nucleus']
DIP-40269N|refseq:NP_002590|uniprotkb:O00408,DIP-45626N|refseq:NP_006406|uniprotkb:O15269,"['Cytoplasm', 'Mitochondrion']",['Endoplasmic reticulum']
DIP-32950N|refseq:NP_002678|uniprotkb:Q9H307,DIP-40269N|refseq:NP_002590|uniprotkb:O00408,['Nucleus'],"['Cytoplasm', 'Mitochondrion']"
DIP-40269N|refseq:NP_002590|uniprotkb:O00408,DIP-48793N|refseq:NP_612418|uniprotkb:Q96G30,"['Cytoplasm', 'Mitochondrion']",['Endoplasmic reticulum']
DIP-37959N|refseq:NP_079058|uniprotkb:Q9H9Q4,DIP-40269N|refseq:NP_002590|uniprotkb:O00408,['Nucleus'],"['Cytoplasm', 'Mitochondrion']"
DIP-29381N|uniprotkb:Q9NVI1,DIP-40269N|refseq:NP_002590|uniprotkb:O00408,['Nucleus'],"['Cytoplasm', 'Mitochondrion']"
DIP-31309N|uniprotkb:Q16637,DIP-45598N|refseq:NP_057105|uniprotkb:Q9Y385,"['Cytoplasm', 'Nucleus']",['Endoplasmic reticulum']
DIP-31309N|uniprotkb:Q16637,DIP-45626N|refseq:NP_006406|uniprotkb:O15269,"['Cytoplasm', 'Nucleus']",['Endoplasmic reticulum']
DIP-31309N|uniprotkb:Q16637,DIP-48793N|refseq:NP_612418|uniprotkb:Q96G30,"['Cytoplasm', 'Nucleus']",['Endoplasmic reticulum']
DIP-6250N|refseq:NP_057376|uniprotkb:Q12931,DIP-31309N|uniprotkb:Q16637,['Mitochondrion'],"['Cytoplasm', 'Nucleus']"
DIP-29969N|refseq:NP_059996|uniprotkb:O15243,DIP-31309N|uniprotkb:Q16637,['Golgi apparatus'],"['Cytoplasm', 'Nucleus']"
DIP-31309N|uniprotkb:Q16637,DIP-60562N|refseq:NP_037397|uniprotkb:Q9UID3,"['Cytoplasm', 'Nucleus']",['Golgi apparatus']
DIP-31309N|uniprotkb:Q16637,DIP-37871N|refseq:NP_057230|uniprotkb:Q9Y296,"['Cytoplasm', 'Nucleus']","['Endoplasmic reticulum', 'Golgi apparatus']"
DIP-31309N|uniprotkb:Q16637,DIP-37493N|refseq:NP_006803|uniprotkb:Q13438,"['Cytoplasm', 'Nucleus']",['Endoplasmic reticulum']
DIP-31309N|uniprotkb:Q16637,DIP-59650N|refseq:NP_000021|uniprotkb:P21549,"['Cytoplasm', 'Nucleus']","['Mitochondrion', 'Peroxisome']"
DIP-31309N|uniprotkb:Q16637,DIP-59790N|refseq:NP_001136120|uniprotkb:Q9NR31,"['Cytoplasm', 'Nucleus']","['Endoplasmic reticulum', 'Golgi apparatus']"
DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,DIP-48630N|refseq:NP_079404|uniprotkb:Q96NY9,"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']",['Nucleus']
DIP-24185N|refseq:NP_001941|uniprotkb:Q16254,DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,['Nucleus'],"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']"
DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,DIP-41566N|refseq:NP_055687|uniprotkb:O15062,"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']",['Nucleus']
DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,DIP-42798N|uniprotkb:Q96JM7,"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']",['Nucleus']
DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,DIP-32950N|refseq:NP_002678|uniprotkb:Q9H307,"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']",['Nucleus']
DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,DIP-37959N|refseq:NP_079058|uniprotkb:Q9H9Q4,"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']",['Nucleus']
DIP-29381N|uniprotkb:Q9NVI1,DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,['Nucleus'],"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']"
DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,DIP-35680N|uniprotkb:Q86XK2,"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']",['Nucleus']
DIP-704N|refseq:NP_002469|uniprotkb:P15172,DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,['Nucleus'],"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']"
DIP-28148N|refseq:NP_003590|uniprotkb:O75486,DIP-29684N|refseq:NP_940980|uniprotkb:Q5S007,['Nucleus'],"['Cytoplasm', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']"
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-45598N|refseq:NP_057105|uniprotkb:Q9Y385,"['Cytoplasm', 'Nucleus']",['Endoplasmic reticulum']
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-45626N|refseq:NP_006406|uniprotkb:O15269,"['Cytoplasm', 'Nucleus']",['Endoplasmic reticulum']
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-48793N|refseq:NP_612418|uniprotkb:Q96G30,"['Cytoplasm', 'Nucleus']",['Endoplasmic reticulum']
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-6250N|refseq:NP_057376|uniprotkb:Q12931,"['Cytoplasm', 'Nucleus']",['Mitochondrion']
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-29969N|refseq:NP_059996|uniprotkb:O15243,"['Cytoplasm', 'Nucleus']",['Golgi apparatus']
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-60562N|refseq:NP_037397|uniprotkb:Q9UID3,"['Cytoplasm', 'Nucleus']",['Golgi apparatus']
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-37871N|refseq:NP_057230|uniprotkb:Q9Y296,"['Cytoplasm', 'Nucleus']","['Endoplasmic reticulum', 'Golgi apparatus']"
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-37493N|refseq:NP_006803|uniprotkb:Q13438,"['Cytoplasm', 'Nucleus']",['Endoplasmic reticulum']
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-59650N|refseq:NP_000021|uniprotkb:P21549,"['Cytoplasm', 'Nucleus']","['Mitochondrion', 'Peroxisome']"
DIP-139N|refseq:NP_065390|uniprotkb:P25963,DIP-59790N|refseq:NP_001136120|uniprotkb:Q9NR31,"['Cytoplasm', 'Nucleus']","['Endoplasmic reticulum', 'Golgi apparatus']"
DIP-29412N|refseq:NP_059523|uniprotkb:P54274,DIP-45598N|refseq:NP_057105|uniprotkb:Q9Y385,"['Cytoplasm', 'Nucleus']",['Endoplasmic reticulum']
